0	0,001	0,449
100000	0,012	0,828
200000	0,015	0,776
300000	0,0179999	0,878
400000	0,02	0,782
500000	0,0219998	0,814
600000	0,0239997	0,864
700000	0,0250001	0,822
800000	0,0419998	0,829
900000	0,0299997	0,806
1000000	0,0310001	0,801
1100000	0,033	0,833
1200000	0,0369997	0,87
1300000	0,0389996	0,951
1400000	0,0380001	0,806
1500000	0,0410004	0,816
1600000	0,0430012	0,845999
1700000	0,0450001	0,798
1800000	0,046999	0,843
1900000	0,046999	0,813002
2000000	0,0489998	0,820002
2100000	0,0600014	0,958
2200000	0,0540009	0,810997
2300000	0,0569992	0,832001
2400000	0,0590019	0,834
2500000	0,0579987	0,810001
2600000	0,0600014	0,816998
2700000	0,0620003	0,817001
2800000	0,0649986	0,841
2900000	0,0670013	0,813999
3000000	0,0669975	0,838001
3100000	0,0699997	0,824001
3200000	0,0709991	0,823006
3300000	0,0719986	0,846001
3400000	0,0749969	0,821007
3500000	0,0770035	0,836998
3600000	0,0859985	0,925995
3700000	0,0800018	0,876999
3800000	0,0819931	0,882004
3900000	0,0830002	0,835999
4000000	0,0940018	0,848
4100000	0,086998	0,860001
4200000	0,090004	0,840996
4300000	0,090004	0,847
4400000	0,0939941	0,850006
4500000	0,0940094	0,862
4600000	0,128998	0,879013
4700000	0,0980072	0,841995
4800000	0,100006	0,865005
4900000	0,106003	0,866989
5000000	0,108002	0,957001
5100000	0,106003	0,857986
5200000	0,106003	0,847
5300000	0,109009	0,870987
5400000	0,110001	0,856995
5500000	0,111008	0,845993
5600000	0,112991	0,847
5700000	0,115005	0,848999
5800000	0,117004	0,869003
5900000	0,119003	0,860001
6000000	0,119995	0,868988
6100000	0,122009	0,882996
6200000	0,122986	0,886017
6300000	0,126007	0,882996
6400000	0,126007	0,860992
6500000	0,127991	0,876007
6600000	0,129974	0,893005
6700000	0,132996	0,876007
6800000	0,134003	0,893982
6900000	0,134979	0,89801
7000000	0,136993	0,873016
7100000	0,139984	0,900024
7200000	0,141998	0,889984
7300000	0,143982	0,902008
7400000	0,14502	0,901978
7500000	0,145996	0,873993
7600000	0,14801	0,894012
7700000	0,148987	0,880005
7800000	0,151001	0,90802
7900000	0,152985	0,887024
8000000	0,153992	0,899048
8100000	0,156982	0,882019
8200000	0,15802	0,889954
8300000	0,161011	0,890015
8400000	0,162964	0,913025
8500000	0,164001	0,925049
8600000	0,165039	0,886963
8700000	0,166016	0,917969
8800000	0,169006	0,903992
8900000	0,170959	0,914001
9000000	0,172974	0,913025
9100000	0,176025	0,899963
9200000	0,175049	0,92395
9300000	0,177979	0,926025
9400000	0,179016	0,932007
9500000	0,183044	0,914978
9600000	0,182983	0,929016
9700000	0,184021	0,916992
9800000	0,186035	0,916992
9900000	0,189026	0,908997
 Finished in 896,618secs
